name,price,image,description,DISPONIBILITÉ,gtin,Marque,Gamme PC,Gamer,Système d'exploitation,Taille de l'écran,Ecran,Ecran Tactile,Résolution Ecran,Processeur,Type Processeur,Référence Processeur,Fréquence Processeur,Mémoire Cache,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Chipset Graphique,Clavier,Connecteurs,Destockage,Couleur,Garantie 
Pc Portable HP ProBook 450 G8 i5 11è Gén 12Go 256 Go SSD - Silver,"2 695,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/3/2/32m79ea-12g_2.jpg,"Ecran 15.6"" HD - Processeur: Intel Core™ i5-1135G7 (4,20 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: Windows 10 Pro - Mémoire RAM: 12 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth,1x USB Type-C (DisplayPort™), 3x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise d’alimentation secteur, 1 prise combinée casque/microphone - Clavier Complet avec pavé numérique et étanche - Couleur: Silver - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,32M79EA-12G,HP,PROBOOK 450 G8,Non,Windows 10 Pro,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i5,Quad Core,Intel® Core™ i5-1135G7,"Up to 4,20 GHz Turbo max",8 Mo,12 Go,256 Go SSD,SSD,Graphique Intégrée,Intel HD,,"1x USB Type-C (DisplayPort™), 3x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise d’alimentation secteur, 1 prise combinée casque/microphone ",Non,Silver,1 an
PC Portable HP Pavilion x360 15-er1002nk i7 12è Gén 8Go 512Go SSD - Silver,"2 699,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc_portable_hp_pavilion_x360_15-er1002nk_i7_12_g_n_8go_512go_ssd_-_silver.jpg,"Écran 15.6"" Full HD IPS Tactile - Processeur: Intel Core i7-1255U ( Up to 4,70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4-3200 MHz - Disque Dur: 512 Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier rétroéclairé, de grande taille avec pavé numérique - Couleur: Silver - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,7J0J5EA,HP,PAVILION X360,Non,Windows 11 Famille,15.6 Pouces,Full HD,Oui,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,Up to 4.70 GHz Turbo max,12 Mo,8 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,"rétroéclairé, de grande taille avec pavé numérique","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x adaptateur secteur Smart Pin, 1x prise combinée casque/microphone ",Non,Silver,1 an
PC Portable HP 15-fd0019nk i7 13è Gén 32Go 512Go SSD - Silver,"2 699,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-fd0019nk-i7-13e-gen-32go-512go-ssd-silver.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i7-1355U (up to 5.00 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 32 Go DDR4-3200 MHz - Disque Dur: 512 Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1 prise combinée casque/microphone, 1 prise adaptateur secteur Smart Pin - Clavier Complet gris clair rétroéclairé avec pavé numérique - Lecteur d’empreintes digitales - Couleur: Silver - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,886K4EA-32G,HP,15-fd0019nk,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1355U,up to 5.00 GHz Turbo max,12 Mo,32 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Complet gris clair rétroéclairé avec pavé numérique,"1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1 prise combinée casque/microphone, 1 prise adaptateur secteur Smart Pin",Non,Silver,1 an
PC Portable Gamer HP Victus 15-fa0015nk i7 12è Gén 8Go GTX 1650,"2 699,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-hp-victus-15-fa0015nk-i7-12e-gen-8go-gtx-1650.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i7-12700H (Up to 4.70 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 8 Go DDR4-3200 MHz - Disque dur: 512Go SSD - Carte graphique: NVIDIA GeForce GTX 1650 (4 Go de mémoire dédiée GDDR6), avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise adaptateur secteur Smart Pin, 1 prise combinée casque/microphone - Clavier rétroéclairé, de grande taille avec pavé numérique - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,6U8V2EA,HP,VICTUS 15,oui,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,14 Cœurs,Intel® Core™ i7-12700H,"Up to 4,70 GHz Turbo max",24 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce GTX 1650,"rétroéclairé, de grande taille avec pavé numérique","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise adaptateur secteur Smart Pin, 1 prise combinée casque/microphone",Non,Noir,1 an
PC Portable Gamer HP Victus 15-fb0007nk AMD RYZEN 7 8Go RTX 3050,"2 699,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-hp-victus-15-fb0007nk-amd-ryzen-7-8go-rtx-3050.jpg,"Écran 15.6'' FULL HD - Processeur: AMD Ryzen™ 7 5800H (3.2 GHz up to 4.4 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4-3200 MHz - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise adaptateur secteur Smart Pin - Clavier Rétroéclairé, de grande taille avec pavé numérique - Garantie: 1 an
                                       Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,7J0K1EA,HP,VICTUS 15,oui,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 7,Octa Core,AMD Ryzen™ 7 5800H,3.2 GHz up to 4.4 GHz Turbo max,16 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 3050,"Rétroéclairé, de grande taille avec pavé numérique","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise adaptateur secteur Smart Pin",Non,Noir,1 an
PC Portable ASUS Vivobook Pro 14 OLED M3401 AMD RYZEN 5 8G 512G SSD,"2 699,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/m/3/m3401qc-km019w-20_1.jpg,"Écran 14 OLED - Processeur: AMD Ryzen™ 5 5600H (3.3 GHz up to 4,2 GHz Turbo max, 16 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce RTX 3050 (4Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth,1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1x HDMI 1.4, 1x prise audio combo 3,5 mm, 1x entrée alimentation, lecteur de carte Micro SD - Clavier Chiclet Rétroéclairé - Couleur: Bleu - Garantie: 2 ans
                                        Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,M3401QC-KM019W,ASUS,VIVOBOOK Pro 14,Non,Windows 11,14 Pouces,OLED,Non,2880 x 1800 pixels,AMD Ryzen 5,Hexa Core,AMD Ryzen™ 5 5600H,3.3 GHz up to 4.2 GHz Turbo max,16 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 3050,Chiclet rétroéclairé ,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1x HDMI 1.4, 1x prise audio combo 3,5 mm, 1x entrée alimentation, lecteur de carte Micro SD",Non,Bleu,2 ans
PC Portable Gamer MSI Thin GF63 12UCX i5 12è Gén 24Go RTX 2050 ,"2 709,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-msi-thin-gf63-12ucx-i5-12e-gen-24go-rtx-2050-1.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i5-12450H (up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI, 1x RJ45, 1x entrée micro, 1x sortie casque - Clavier rétroéclairé rouge - Couleur: Noir - Garantie: 1 an 
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,,MSI,Thin GF63 12UCX,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,Octa Core,Intel® Core™ i5-12450H,"up to 4,40 GHz Turbo max",12 Mo,24 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 2050,rétroéclairé rouge,"1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI, 1x RJ45, 1x entrée micro, 1x sortie casque",Non,Noir,1 an
PC Portable HP Pavilion x360 15-er1001nk i5 12è Gén 16Go 512Go SSD,"2 709,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/6/l/6l9k9ea_-16g.jpg,"Ecran 15.6"" FULL HD IPS Tactile - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone - Clavier Argent naturel rétroéclairé - Couleur: Silver - Garantie: 1 an
                   Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,6L9K9EA-16G,HP,PAVILION X360,Non,Windows 11 Famille,15.6 Pouces,Full HD,Oui,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,16 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Argent naturel rétroéclairé,"1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone",Non,Silver,1 an
PC Portable HP 15-fd0018nk i7 13è Gén 8Go 512Go SSD - Silver & Bleu,"2 729,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-fd0018nk-i7-13e-gen-8go-512go-ssd-silver-bleu.jpg,"Écran 15.6"" FULL HD - Processeur: Intel Core i7-1355U (Up to 5,00 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4-3200 MHz - Disque Dur: 512Go SSD - Carte Graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier complet gris clair rétroéclairé avec pavé numérique - Couleur: Silver & Bleu - Garantie: 1 an
                                    Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,898D5EA,HP,15-fd0018nk,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1355U,Up to 5.00 GHz Turbo max,12 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX550,Complet gris clair rétroéclairé avec pavé numérique,"1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone",Non,Silver et Bleu,1 an
PC Portable HP 15-fd0017nk i7 13è Gén 8Go 512Go SSD - Silver & Or Chaud,"2 729,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-fd0017nk-i7-13e-gen-8go-512go-ssd-or-chaud.jpg,"Écran 15.6"" FULL HD - Processeur: Intel Core i7-1355U (Up to 5,00 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go  DDR4-3200 MHz - Disque Dur: 512Go SSD - Carte Graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier complet gris clair rétroéclairé avec pavé numérique - Couleur: Silver & Or Chaud - Garantie: 1 an
                                    Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,898F4EA,HP,15-fd0017nk,Non,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1355U,Up to 5.00 GHz Turbo max,12 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX550,Complet gris clair rétroéclairé avec pavé numérique,"1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone",Non,Silver & Or chaud,1 an
PC Portable HP Pavilion x360 15-er1002nk i7 12è Gén 12Go 512Go SSD - Silver,"2 739,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-pavilion-x360-15-er1002nk-i7-12e-gen-12go-512go-ssd-silver.jpg,"Écran 15.6"" Full HD IPS Tactile - Processeur: Intel Core i7-1255U ( Up to 4,70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 12 Go DDR4-3200 MHz - Disque Dur: 512 Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier rétroéclairé, de grande taille avec pavé numérique - Couleur: Silver - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,7J0J5EA-12G,HP,PAVILION X360,Non,Windows 11 Famille,15.6 Pouces,Full HD,Oui,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,Up to 4.70 GHz Turbo max,12 Mo,12 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,"rétroéclairé, de grande taille avec pavé numérique","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x adaptateur secteur Smart Pin, 1x prise combinée casque/microphone ",Non,Silver,1 an
PC Portable DELL Latitude 5430 i5 12è Gén 16Go 256Go SSD - Gris,"2 739,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-latitude-5430-i5-12e-gen-16go-256go-ssd-gris.jpg,"Écran 14"" FULL HD - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10 Coeurs) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque Dur: 256 Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 2x USB 3.2 Gen 1, 2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™), 1x HDMI 2.0, 1x RJ-45, 1 port audio universel - Couleur: Gris - Garantie: 1 an
                                   Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,5430-I5-256SSD-1Y-16G,DELL, LATITUDE 5430,Non,FreeDos,14 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,16 Go,256 Go SSD,SSD,Graphique Intégrée,Intel Iris X,,"2x USB 3.2 Gen 1, 2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™), 1x HDMI 2.0, 1x RJ-45, 1 port audio universel",Non,Gris,1 an
Pc Portable LENOVO IdeaPad 5 15IAL7 i7 12è Gén 16Go 512Go SSD,"2 739,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-5-15ial7-i7-12e-gen-16go-512go-ssd.jpg,"Ecran 15.6"" FULL HD IPS - Processeur:  Intel Core i7-1255U (Up to 4,70 GHz Turbo max, 12 Mo de mémoire cache, 10 coeurs) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4-3200 - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 2x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte - Clavier Rétroéclairé - Couleur: Gris - Garantie: 1an 
                              Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,82SF00FCFG,LENOVO,IDEAPAD 5,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,"Up to 4,70 GHz Turbo max",12 Mo,16 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX550,Rétroéclairé,"2x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Gris,1 an
PC Portable LENOVO ThinkBook 15 G2 ITL i7 11è Gén 16Go 1To - Gris,"2 739,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/2/0/20ve001gfe-16g_2.jpg,"Ecran 15.6"" Full HD - Processeur: Intel Core i7-1165G7 (2.80 GHz up to 4.70 GHz Turbo max, 12 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire: 16 Go DDR4-3200 - Disque dur: 1To HDD - Carte graphique: NVIDIA GeForce MX450 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 1 an 
    Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,20VE001GFE-16G,LENOVO,THINKBOOK 15 G2 ITL,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,Quad Core,Intel® Core™ i7-1165G7,2.80 GHz up to 4.70 GHz Turbo max,12 Mo,16 Go,1 To HDD,HDD,Nvidia GeForce,GeForce MX450,,"2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Gris,1 an
PC Portable Gamer MSI GF63 Thin i7 11è Gén 32Go GTX 1650,"2 739,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/g/f/gf63thin11sc-612xfr-32g-51.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-11800H (2.30 GHz up to 4.60 GHz Turbo max, 24 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce GTX 1650 (4 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque - Clavier Rétroéclairé Rouge - Couleur: Noir - Garantie: 2 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,GF63THIN11SC-612XFR-32G,MSI,GF63,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,Octa Core,Intel® Core™ i7-11800H,"2,30 GHz up to 4,60 GHz Turbo max",24 Mo,32 Go,512Go SSD,SSD,Nvidia GeForce,GeForce GTX 1650,Rétroéclairé Rouge,"1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque",Non,Noir,2 ans
PC Portable Gamer HP Victus 15-fb0007nk AMD RYZEN 7 12Go RTX 3050,"2 745,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-hp-victus-15-fb0007nk-amd-ryzen-7-12go-rtx-3050.jpg,"Écran 15.6'' FULL HD - Processeur: AMD Ryzen™ 7 5800H (3.2 GHz up to 4.4 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 12 Go DDR4-3200 MHz - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise adaptateur secteur Smart Pin - Clavier Rétroéclairé, de grande taille avec pavé numérique - Garantie: 1 an
                                       Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,7J0K1EA-12G,HP,VICTUS 15,oui,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 7,Octa Core,AMD Ryzen™ 7 5800H,3.2 GHz up to 4.4 GHz Turbo max,16 Mo,12 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 3050,"Rétroéclairé, de grande taille avec pavé numérique","1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise adaptateur secteur Smart Pin",Non,Noir,1 an
PC Portable LENOVO ThinkPad E15 Gén 4 i5 12ème Gén 8Go 512Go SSD - Noir,"2 749,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkpad-e15-gen-4-i5-12eme-gen-8go-512go-ssd-noir.jpg,"Ecran 15.6"" Full HD, IPS - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 8 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 1x  USB 2.0, 1x USB 3.2 Gen 1, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm) - Couleur: Noir - Garantie: 2 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,21E600A3FE,LENOVO,THINKPAD E15,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX550,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm)",Non,Noir,2 ans
PC Portable LENOVO ThinkPad E14 Gén 4 i5 12è Gén 8Go 512Go SSD - Noir,"2 759,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkpad-e14-gen-4-i5-12e-gen-8g-512go-ssd-noir.jpg,"Ecran 14"" Full HD, IPS - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 8 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm) - Couleur: Noir - Garantie: 2 ans 
+ Sacoche LENOVO T210
                     Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,21E300ABFE,LENOVO,THINKPAD E14,Non,FreeDos,14 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX550,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm)",Non,Noir,2 ans
