name,price,image,description,DISPONIBILITÉ,gtin,Marque,Gamme PC,Gamer,Système d'exploitation,Taille de l'écran,Ecran,Ecran Tactile,Résolution Ecran,Processeur,Type Processeur,Référence Processeur,Fréquence Processeur,Mémoire Cache,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Chipset Graphique,Clavier,Connecteurs,Destockage,Couleur,Garantie 
PC Portable HP Pavilion x360 15-er1001nk i5 12è Gén 8Go 512Go SSD,"2 589,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/6/l/6l9k9ea-50.jpg,"Ecran 15.6"" FULL HD IPS Tactile - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone - Clavier Argent naturel rétroéclairé - Couleur: Silver - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,6L9K9EA,HP,PAVILION X360,Non,Windows 11 Famille,15.6 Pouces,Full HD,Oui,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,8 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Argent naturel rétroéclairé,"1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone",Non,Silver,1 an
PC Portable DELL Latitude 3530 i5 12è Gén 16Go 256Go SSD - Noir,"2 595,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-latitude-3530-i5-12e-gen-16go-256go-ssd-noir.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10 Coeurs) - Système d'exploitation: Windows 10 Pro - Mémoire RAM: 16 Go - Disque dur: 256 Go SSD - Carte graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel et lecteur de carte microSD - Couleur: Noir - Garantie: 1 an
                                Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,BU-3530-I5-256SSD-1Y-16G-W10P,DELL,LATITUDE 3530,Non,Windows 10 Pro,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,16 Go,256 Go SSD,SSD,Graphique Intégrée,Intel Iris X,,"1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel , lecteur de carte microSD ",Non,Noir,1 an
PC Portable Gamer MSI GF63 Thin i7 11è Gén 16Go GTX 1650,"2 595,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/g/f/gf63thin11sc-612xfr-16g-66.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-11800H (2.30 GHz up to 4.60 GHz Turbo max, 24 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce GTX 1650 (4 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque - Clavier Rétroéclairé Rouge - Couleur: Noir - Garantie: 2 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,GF63THIN11SC-612XFR-16G,MSI,GF63,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,Octa Core,Intel® Core™ i7-11800H,"2,30 GHz up to 4,60 GHz Turbo max",24 Mo,16 Go,512Go SSD,SSD,Nvidia GeForce,GeForce GTX 1650,Rétroéclairé Rouge,"1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque",Non,Noir,2 ans
PC Portable ASUS X515EP i7 11è Gén 16Go 1To + 256Go SSD - Silver,"2 605,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/x/5/x515ep-bq468w-16g_1.jpg,"Écran 15.6 HD - Processeur: Intel Core i7-1165G7 (2.80 GHz Up to 4.70 GHz Turbo max, 12 Mo Mémoire cache, Quad-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go - Disque Dur: 1To + 256Go SSD - Carte Graphique: NVIDIA GeForce MX330 (2 Go de mémoire dédiée GDDR5) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x combo audio jack de 3,5 mm, 1x entrée alimentation - Clavier Chiclet - Couleur: Silver - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,X515EP-BQ468W-16G,ASUS,X515EP,Non,Windows 11 Famille,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i7,Quad Core,Intel® Core™ i7-1165G7,"2.80 GHz Up to 4,70 GHz Turbo max",12 Mo,16 Go,1To + 256Go SSD,SSD + HDD,Nvidia GeForce,GeForce MX330,Chiclet,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x combo audio jack de 3,5 mm, 1x entrée alimentation ",Non,Silver,2 ans
PC Portable ASUS X515EP i7 11è Gén 24Go 512Go SSD - Silver,"2 615,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/b/u/bu-x515ep-bq369w-24g-70.jpg,"Écran 15.6 HD - Processeur: Intel Core i7-1165G7 (Up to 4.70 GHz Turbo max, 12 Mo Mémoire cache, Quad-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX330 (2 Go de mémoire dédiée GDDR5) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x entrée alimentation - Clavier Chiclet - Couleur: Silver - Garantie: 2 ans
+  ESET INTERNET SECURITY (Version d'essai 30 jours gratuits)
                                       Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,BU-X515EP-BQ369W-24G,ASUS,X515EP,Non,Windows 11 Famille,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i7,Quad Core,Intel Core i7-1165G7,"Up to 4,70 GHz Turbo max",12 Mo,24 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX330,Chiclet,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x entrée alimentation ",Non,Silver,2 ans
PC Portable ASUS X515EP i7 11è Gén 24Go 512Go SSD - Silver,"2 615,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/x/5/x515ep-bq369w-24g_1.jpg,"Écran 15.6 HD - Processeur: Intel Core i7-1165G7 (Up to 4.70 GHz Turbo max, 12 Mo Mémoire cache, Quad-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX330 (2 Go de mémoire dédiée GDDR5) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x entrée alimentation - Clavier Chiclet - Couleur: Silver - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,X515EP-BQ369W-24G,ASUS,X515EP,Non,Windows 11 Famille,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i7,Quad Core,Intel Core i7-1165G7,"Up to 4,70 GHz Turbo max",12 Mo,24 Go,512Go SSD,SSD,Nvidia GeForce,GeForce MX330,Chiclet,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x entrée alimentation ",Non,Silver,2 ans
Pc Portable HUAWEI MateBook 14 i5 11è Gén 8Go 512Go SSD - Gris,"2 639,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-huawei-matebook-14-i5-11e-gen-8go-512go-ssd-gris-s.jpg,"Écran 14"" 2k FullView IPS - Processeur: Intel Core i5-1135G7 (Up to 4.20 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec WiFi, Bluetooth, 1x USB-C, 2x USB 3.2 Gen1, 1x HDMI - Clavier Chiclet - Bouton d'alimentation d'empreintes digitales - Couleur: Gris - Garantie: 1 an
Souris Bluetooth + Adaptateur Multiports + Routeur WS318 Offerts
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,KLVD-WDH9,HUAWEI,MATEBOOK 14,Non,Windows 10 Famille,14 Pouces,2K,Non,2160 x 1440 pixels,Intel Core i5,Quad Core,Intel® Core™ i5-1135G7,"Up to 4,20 GHz Turbo max",8 Mo,8 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Chiclet,"1x USB-C, 2x USB 3.2 Gen1, 1x HDMI",Non,Gris,1 an
PC Portable Gamer MSI Thin GF63 12UCX i5 12è Gén 16Go RTX 2050 ,"2 649,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-msi-thin-gf63-12ucx-i5-12e-gen-16go-rtx-2050-2.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i5-12450H (up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI, 1x RJ45, 1x entrée micro, 1x sortie casque - Clavier rétroéclairé rouge - Couleur: Noir - Garantie: 1 an 
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,GF63-12UCX-682XFR-16G,MSI,Thin GF63 12UCX,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,Octa Core,Intel® Core™ i5-12450H,"up to 4,40 GHz Turbo max",12 Mo,16 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 2050,rétroéclairé rouge,"1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI, 1x RJ45, 1x entrée micro, 1x sortie casque",Non,Noir,1 an
PC Portable Gamer HP Victus 16-e1011nk AMD RYZEN 5 8G RTX 3050,"2 649,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/b/u/bu-6u948ea-a.jpg,"Écran 16.1'' FULL HD IPS - Processeur: AMD Ryzen™ 5 6600H (3,3 GHz up to 4.5 GHz Turbo max, 16 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR5-4800 MHz - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro - Couleur: Bleu - Garantie: 1 an
+ Souris Gamer HP 
                             Retrait en Magasin ou Livraison Gratuite pour Cet Article",En arrivage,BU-6U948EA,HP,Victus 16,oui,Windows 11 Famille,16.1 Pouces,Full HD IPS,Non,1920 x 1080 pixels,AMD Ryzen 5,Hexa Core,AMD Ryzen™ 5 6600H ,"3,3 GHz up to 4.5 GHz Turbo max",16 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 3050,,"1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro",Non,Bleu,1 an
PC Portable Gamer HP Victus 16-e1011nk AMD RYZEN 5 8Go RTX 3050,"2 649,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/6/u/6u948ea_1.jpg,"Écran 16.1'' FULL HD IPS - Processeur: AMD Ryzen™ 5 6600H (3,3 GHz up to 4.5 GHz Turbo max, 16 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR5-4800 MHz - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro - Couleur: Bleu - Garantie: 1 an
 Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,6U948EA,HP,Victus 16,oui,Windows 11 Famille,16.1 Pouces,Full HD IPS,Non,1920 x 1080 pixels,AMD Ryzen 5,Hexa Core,AMD Ryzen™ 5 6600H,"3,3 GHz up to 4.5 GHz Turbo max",16 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 3050,,"1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro",Non,Bleu,1 an
PC Portable Gamer MSI GF63 Thin i7 11è Gén 24Go GTX 1650,"2 659,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/g/f/gf63thin11sc-612xfr-24g-66.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-11800H (2.30 GHz up to 4.60 GHz Turbo max, 24 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce GTX 1650 (4 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque - Clavier Rétroéclairé Rouge - Couleur: Noir - Garantie: 2 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,GF63THIN11SC-612XFR-24G,MSI,GF63,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,Octa Core,Intel® Core™ i7-11800H,"2,30 GHz up to 4,60 GHz Turbo max",24 Mo,24 Go,512Go SSD,SSD,Nvidia GeForce,GeForce GTX 1650,Rétroéclairé Rouge,"1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque",Non,Noir,2 ans
Pc Portable HP ProBook 450 G8 i5 11è Gén 8Go 256 Go SSD - Silver,"2 659,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/3/2/32m79ea-8g_1.jpg,"Ecran 15.6"" HD - Processeur: Intel Core™ i5-1135G7 (4,20 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: Windows 10 Pro - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth,1x USB Type-C (DisplayPort™), 3x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise d’alimentation secteur, 1 prise combinée casque/microphone - Clavier Complet avec pavé numérique et étanche - Couleur: Silver - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,32M79EA-8G,HP,PROBOOK 450 G8,Non,Windows 10 Pro,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i5,Quad Core,Intel® Core™ i5-1135G7,"Up to 4,20 GHz Turbo max",8 Mo,8 Go,256 Go SSD,SSD,Graphique Intégrée,Intel HD,,"1x USB Type-C (DisplayPort™), 3x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise d’alimentation secteur, 1 prise combinée casque/microphone ",Non,Silver,1 an
PC Portable DELL Latitude 3520 i5 11è Gén 32Go 256Go SSD - Noir ,"2 665,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-latitude-3520-i5-11e-gen-32go-256go-ssd-noir-3520-i5-1y-32g.jpg,"Écran 15.6 HD - Processeur: Intel Core i5-1135G7 (2.40 GHz up to 4,20 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go - Disque dur: 256 Go SSD - Carte graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45 et Lecteur de carte uSD 3.0 - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,3520-I5-1Y-32G,DELL,LATITUDE 3520,Non,FreeDos,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i5,Quad Core,Intel Core i5-1135G7," 2.40 GHz up to 4,20 GHz Turbo max",8 Mo,32 Go,256 Go SSD,SSD,Graphique Intégrée,Intel HD,,"1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45, Prise audio jack, Lecteur de carte uSD 3.0",Non,Noir,1 an
PC Portable Gamer HP Victus 15-fa1005nk i5 13è Gén 32Go RTX 2050,"2 669,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-hp-victus-15-fa1005nk-i5-13e-gen-32go-rtx-2050-51.jpg,"Écran 15.6'' FULL HD IPS - Processeur: Intel Core i5-13420H (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 32 Go DDR4-3200 MHz - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 2x USB Type-A, 1x USB Type-C, 1x HDMI 2.1, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone - Clavier rétroéclairé, de grande taille avec pavé numérique - Couleur: Noir - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,,HP,VICTUS 15,oui,Windows 11 Famille,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,Octa Core,Intel® Core™ i5-13420H,"up to 4,60 GHz Turbo max",12 Mo,32 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 2050,"rétroéclairé, de grande taille avec pavé numérique","2x USB Type-A, 1x USB Type-C, 1x HDMI 2.1, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone",Non,Noir,1 an
PC Portable LENOVO ThinkBook 15 G2 ITL i7 11è Gén 8Go 1To - Gris,"2 669,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-15-g2-itl-i7-11e-gen-8go-1to-gris.jpg,"Ecran 15.6"" Full HD - Processeur: Intel Core i7-1165G7 (2.80 GHz up to 4.70 GHz Turbo max, 12 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire: 8 Go DDR4-3200 - Disque dur: 1To HDD - Carte graphique: NVIDIA GeForce MX450 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 1 an 
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,,LENOVO,THINKBOOK 15 G2 ITL,Non,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,Quad Core,Intel® Core™ i7-1165G7,2.80 GHz up to 4.70 GHz Turbo max,12 Mo,8 Go,1 To HDD,HDD,Nvidia GeForce,GeForce MX450,,"2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte",Non,Gris,1 an
PC Portable HP Pavilion x360 15-er1001nk i5 12è Gén 12Go 512Go SSD,"2 669,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/6/l/6l9k9ea-12g-a.jpg,"Ecran 15.6"" FULL HD IPS Tactile - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: Windows 11 Famille - Mémoire RAM: 12 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone - Clavier Argent naturel rétroéclairé - Couleur: Silver - Garantie: 1 an
                   Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,6L9K9EA-12G,HP,PAVILION X360,Non,Windows 11 Famille,15.6 Pouces,Full HD,Oui,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,12 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Argent naturel rétroéclairé,"1x USB Type-C, 2x USB Type-A, 1x HDMI 2.1, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone",Non,Silver,1 an
PC Portable DELL Latitude 3530 i5 12è Gén 24Go 256Go SSD - Noir,"2 675,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-latitude-3530-i5-12e-gen-24go-256go-ssd-noir.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i5-1235U (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, 10 Coeurs) - Système d'exploitation: Windows 10 Pro - Mémoire RAM: 24 Go - Disque dur: 256 Go SSD - Carte graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel et lecteur de carte microSD - Couleur: Noir - Garantie: 1 an
                                     Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,BU-3530-I5-256SSD-1Y-24G-W10P,DELL,LATITUDE 3530,Non,Windows 10 Pro,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,10 cœurs,Intel® Core™ i5-1235U,"Up to 4,40 GHz Turbo max",12 Mo,24 Go,256 Go SSD,SSD,Graphique Intégrée,Intel Iris X,,"1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel, lecteur de carte microSD ",Non,Noir,1 an
PC Portable ASUS X515EP i7 11è Gén 24Go 1To + 256Go SSD - Silver,"2 675,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/x/5/x515ep-bq468w-24g_1.jpg,"Écran 15.6 HD - Processeur: Intel Core i7-1165G7 (2.80 GHz Up to 4.70 GHz Turbo max, 12 Mo Mémoire cache, Quad-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go - Disque Dur: 1To + 256Go SSD - Carte Graphique: NVIDIA GeForce MX330 (2 Go de mémoire dédiée GDDR5) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x combo audio jack de 3,5 mm, 1x entrée alimentation - Clavier Chiclet - Couleur: Silver - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,X515EP-BQ468W-24G,ASUS,X515EP,Non,Windows 11 Famille,15.6 Pouces,HD,Non,1366 x 768 pixels,Intel Core i7,Quad Core,Intel® Core™ i7-1165G7,"2.80 GHz Up to 4,70 GHz Turbo max",12 Mo,24 Go,1To + 256Go SSD,SSD + HDD,Nvidia GeForce,GeForce MX330,Chiclet,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x combo audio jack de 3,5 mm, 1x entrée alimentation ",Non,Silver,2 ans
Pc Portable ASUS Zenbook 14 AMD RYZEN 7 8Go 512Go SSD - Gris ,"2 689,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-zenbook-14-amd-ryzen-7-8go-512go-ssd-gris-50.jpg,"Ecran 14"" FULL HD, IPS - Processeur: AMD Ryzen™ 7 5800H (3.2 GHz up to 4.4 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Systéme d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: AMD  AMD Radeon™ Vega 7 avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1, 1 prise audio combinée 3,5 mm, Lecteur de carte micro SD - Clavier chiclet rétroéclairé - Couleur: Gris pin - Garantie: 1 an 
                Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,UM425QA-KI165W,ASUS,ZENBOOK 14,Non,Windows 11 Famille,14 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 7,Octa Core,AMD Ryzen™ 7 5800H,3.2 GHz up to 4.4 GHz turbo max,16 Mo,8 Go,512Go SSD,SSD,AMD Radeon,AMD Radeon Vega 7,Chiclet rétroéclairé,"1x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1, 1 prise audio combinée 3,5 mm, Lecteur de carte micro SD",Non,Gris,1 an
